Column1,Column10,Czech
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_M,D- do you have v- v-,Derk
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_301_F,,Derk
SPECIAL_NODES_DOCTORINTRO_REPEAT_#3_467,[size:3]They are not victims.[size:],Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_M,Which fish? Hard choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_407_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_M,Hm. Stale fish. Hard choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#1_346_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_M,All stale. Hard choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMRANDOM_REPEAT_#2_800_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_M,Fresher fish. Easy choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_837_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_M,New fish. Easy choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#1_083_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_M,Take new fish. Easy.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#2_179_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_M,Mm. Fresh. Choose.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKAIMNEW_REPEAT_#3_237_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_M,Mine now. Go fish.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKPULL_057_F,,Derk
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_M,Take fish. Go fish.,Derk
BOSS_DIALOGUE_TEACHFISHHOOKPULL_REPEAT_#1_314_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_577_M,"An' because ye bested me...[w:0.4] with ye,[w:0.3] I'll share me secret.",Derk
GBC_NPC_GHOULROYALGAINPIECE_577_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_772_M,Me name's Royal.[w:0.3] I's the far right tomb.[w:0.3] Here's the head piece.,Derk
GBC_NPC_GHOULROYALGAINPIECE_772_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_M,Like I said: Me name's Royal.[w:0.3] I's the far right tomb.,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_700_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_M,"Yar,[w:0.3] life didn't give me lemons...[w:0.3] So I died.",Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#1_170_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_M,I were once the finest pirate on th' seas.,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_954_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_M,Lookit me now...[w:0.3] Buried under the far right tomb...,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#2_327_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_M,They say when life gives ye lemons...[w:0.3] Ye make somethin' of it.,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_174_F,,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_M,Life were not so kind to give me lemons...[w:0.3] It left me buried under the tomb on the right.,Derk
GBC_NPC_GHOULROYALGAINPIECE_REPEAT_#3_481_F,,Derk
GBC_NPC_GHOULBRIARGREETING_361_M,B[w:0.2][shake:1]rrrr![w:0.4] Did someone leave the AC on?,Derk
GBC_NPC_GHOULBRIARGREETING_361_F,,Derk
GBC_NPC_GHOULBRIARGREETING_341_M,"Oh, [w:0.1][t:0.5]come[w:0.25] on,[w:0.15][t:0] dude![w:0.3] It's[w:0.2][t:1] freezing[w:0.2][t:0] in here!",Derk
GBC_NPC_GHOULBRIARGREETING_341_F,"Oh, [w:0.1][t:0.5]come[w:0.25] on,[w:0.15][t:0] dude![w:0.3] It's[w:0.2][t:1] freezing[w:0.2][t:0] in here!",Derk
GBC_NPC_GHOULBRIARGREETING_486_M,Maybe a[w:0.2] heated battle[w:0.2] will help.,Derk
GBC_NPC_GHOULBRIARGREETING_486_F,,Derk
GBC_NPC_GHOULBRIARGREETING_REPEAT_#1_473_M,B[w:0.2][shake:1]rrrr!,Derk
GBC_NPC_GHOULBRIARGREETING_REPEAT_#1_473_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_322_M,You did beat me.[w:0.3] So I guess I've gotta fess up.,Derk
GBC_NPC_GHOULBRIARGAINPIECE_322_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_616_M,The name's K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes.,Derk
GBC_NPC_GHOULBRIARGAINPIECE_616_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_921_M,I'm from the tombstone on the left.,Derk
GBC_NPC_GHOULBRIARGAINPIECE_921_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_208_M,K- [w:0.2][shake:1]Kaycee.[w:0.4] Kaycee Hobbes is the name.,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_208_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_230_M,Tombstone on the left.,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#1_230_F,,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#3_375_M,Is there a draft in here?[w:0.3] It's freezing!,Derk
GBC_NPC_GHOULBRIARGAINPIECE_REPEAT_#3_375_F,,Derk
GBC_NPC_GHOULBRIARVICTORY_690_M,"You won,[w:0.3] but now I'm a bit less cold.",Derk
GBC_NPC_GHOULBRIARVICTORY_690_F,,Derk
GBC_NPC_GHOULBRIARVICTORY_978_M,Take a pack.[w:0.3] On the house.,Derk
GBC_NPC_GHOULBRIARVICTORY_978_F,,Derk
GBC_NPC_GHOULBRIARDEFEAT_363_M,B[w:0.2][shake:1]rrrr![w:0.4] Nope.[w:0.3] I'm still cold.,Derk
GBC_NPC_GHOULBRIARDEFEAT_363_F,,Derk
GBC_NPC_GHOULBRIARDEFEAT_REPEAT_#1_706_M,B[w:0.2][shake:1]rrrr![w:0.4] Come on.[w:0.3] Try a bit harder!,Derk
GBC_NPC_GHOULBRIARDEFEAT_REPEAT_#1_706_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_394_M,[t:2]Oh no.[w:0.5] Oh no.[w:0.5][t:0] Do not look upon me.,Derk
GBC_NPC_GHOULSAWYERGREETING_394_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_030_M,Do not snarl or sniff.[w:0.3] I beg you.,Derk
GBC_NPC_GHOULSAWYERGREETING_030_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_180_M,"If you wish to battle,[w:0.3] please,[w:0.3] let us get it over with!",Derk
GBC_NPC_GHOULSAWYERGREETING_180_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_659_M,[t:2]Oh no.[w:0.5] You are back.,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_659_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_158_M,Please.[w:0.3] Let this be swift.,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#1_158_F,,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#2_951_M,[t:2]Oh no.[w:0.5] You are back...[w:0.5] again.,Derk
GBC_NPC_GHOULSAWYERGREETING_REPEAT_#2_951_F,,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_782_M,I am called Sawyer.[w:0.3] The middle stone marks my grave.,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_782_F,,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_656_M,"Please,[w:0.3] do not go digging up my bones!",Derk
GBC_NPC_GHOULSAWYERGAINPIECE_656_F,,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#1_748_M,Do not sniff or snarl!,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#1_748_F,,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_521_M,"Please,[w:0.3] do not bark or beg!",Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_521_F,,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_628_M,The middle stone marks my grave.,Derk
GBC_NPC_GHOULSAWYERGAINPIECE_REPEAT_#2_628_F,,Derk
GBC_NPC_GHOULSAWYERVICTORY_750_M,It is over.[w:0.3] You chewed me out.,Derk
GBC_NPC_GHOULSAWYERVICTORY_750_F,,Derk
GBC_NPC_GHOULSAWYERVICTORY_015_M,"Now,[w:0.3] please,[w:0.3] look away!",Derk
GBC_NPC_GHOULSAWYERVICTORY_015_F,,Derk
GBC_NPC_GHOULSAWYERVICTORY_331_M,Turn your eyes to this card pack instead.,Derk
GBC_NPC_GHOULSAWYERVICTORY_331_F,,Derk
GBC_NPC_GHOULSAWYERDEFEAT_291_M,Oh dear.[w:0.3] Does this mean you will try again?,Derk
GBC_NPC_GHOULSAWYERDEFEAT_291_F,,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#1_477_M,Agony![w:0.3] Please leave me be.,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#1_477_F,,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#2_124_M,No...[w:0.3] Not again...,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#2_124_F,,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#3_071_M,Avert your eyes!,Derk
GBC_NPC_GHOULSAWYERDEFEAT_REPEAT_#3_071_F,,Derk
GBC_NPC_GBCTRADERINTRO_881_M,You wish to trade?,Derk
GBC_NPC_GBCTRADERINTRO_881_F,,Derk
GBC_NPC_GRIMORATEMPLEINTRO_820_M,!DELETED!,Derk
GBC_NPC_GRIMORATEMPLEINTRO_820_F,,Derk
GBC_NPC_GRIMORATEMPLEINTRO_811_M,!DELETED!,Derk
GBC_NPC_GRIMORATEMPLEINTRO_811_F,,Derk
GBC_NPC_GRIMORATEMPLEINTRO_409_M,"[t:3]If you wish to test your skills against me,[w:0.5][t:0][e:Anger] you must first prove your wits.[w:0.2].[w:0.2].[w:0.2]",Derk
GBC_NPC_GRIMORATEMPLEINTRO_409_F,,Derk
GBC_NPC_GRIMORATEMPLEINTRO_081_M,[t:3]You must discern which tomb marks the final resting places of[w:0.2] my[w:0.2][shake:0.5][t:20] lovely[w:0.2][t:2] Ghouls.,Derk
GBC_NPC_GRIMORATEMPLEINTRO_081_F,,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_429_M,[t:3]Marvelous![w:0.4] I believe you have proven your wits adequately.,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_429_F,,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_676_M,Are you prepared?,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_676_F,Are you prepared?,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_157_M,[t:12][e:Anger]You will not defeat me.,Derk
GBC_NPC_GRIMORAPUZZLESOLVED_157_F,,Derk
_OPPONENTSURRENDER_449_M,I see the way this is going.,Derk
_OPPONENTSURRENDER_449_F,,Derk
_OPPONENTSURRENDER_439_M,I concede.,Derk
_OPPONENTSURRENDER_439_F,,Derk
_OPPONENTSURRENDER_031_M,You may accept my surrender...,Derk
_OPPONENTSURRENDER_031_F,,Derk
_OPPONENTSURRENDER_877_M,...or you may finish this match the slow way.,Derk
_OPPONENTSURRENDER_877_F,,Derk
_OPPONENTSURRENDER_REPEAT_#1_853_M,You have me here. I surrender.,Derk
_OPPONENTSURRENDER_REPEAT_#1_853_F,,Derk
_OPPONENTSURRENDER_REPEAT_#3_923_M,Yes. I think you've got me this time.,Derk
_OPPONENTSURRENDER_REPEAT_#3_923_F,,Derk
_OPPONENTSURRENDER_REPEAT_#4_247_M,Scoop.,Derk
_OPPONENTSURRENDER_REPEAT_#4_247_F,,Derk
_OPPONENTSURRENDER_REPEAT_#5_710_M,I'll surrender.,Derk
_OPPONENTSURRENDER_REPEAT_#5_710_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_953_M,I- I think this could get messy.,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_953_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_M,[size:3]Look away.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_087_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_M,Y- you may want to...,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_016_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_M,[size:3]Avert your eyes.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#1_862_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_M,Y- you should...,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_602_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_M,[size:3]You don't want to see this.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#2_474_F,,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_M,This procedure... it is grisly?,Derk
SPECIAL_NODES_DUPLICATEMERGELOOKAWAY_REPEAT_#3_490_F,,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_542_M,Th- the [c:bR][v:0][c:]... it is now one?,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_542_F,,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#1_082_M,Y- you now have but one [c:bR][v:0][c:]... It is stronger?,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#1_082_F,,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#2_701_M,Th- the operation. It is complete?,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#2_701_F,,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#3_106_M,Wh- what have we done?,Derk
SPECIAL_NODES_DUPLICATEMERGERESULT_REPEAT_#3_106_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_015_M,O- oh dear... Y- you don't...,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_015_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_258_M,[size:3]You have no duplicate cards.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_258_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_842_M,T- take one of ours?,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_842_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_770_M,[size:3]We will use it next time.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_770_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_527_M,O- oh. Hm. Oh.,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_527_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_456_M,[size:3]Your cards are all distinct. No pairs.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#1_456_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_168_M,N- no pairs. C- can they take...,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_168_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_555_M,[size:3]You will take one of our creatures.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#2_555_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_159_M,Hm. Oh. Hm.,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_159_F,,Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_995_M,[size:3]You will take a creature from us.[size:],Derk
SPECIAL_NODES_DUPLICATEMERGENOPAIRS_REPEAT_#3_995_F,,Derk
GBC_NPC_WIZARDGREENGREETING_977_M,[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] The pain is unbearable![w:0.3] M-[w:0.2] my organs are melting!,Derk
GBC_NPC_WIZARDGREENGREETING_977_F,,Derk
GBC_NPC_WIZARDGREENGREETING_087_M,Do you see?[w:0.3] Magnificus turned me into... [c:R][shake:1]Rrrggh![w:0.4][t:0][c:] ...Goo[w:0.3] for my final exam.,Derk
GBC_NPC_WIZARDGREENGREETING_087_F,,Derk
GBC_NPC_WIZARDGREENGREETING_940_M,I just need to defeat one more challenger.[w:0.3] Then...[w:0.5] then[w:0.2] I will earn my [shake:0.6]rightful[w:0.2][shake:0.6] place!,Derk
GBC_NPC_WIZARDGREENGREETING_940_F,,Derk
GBC_NPC_WIZARDGREENGREETING_449_M,My rightful place in the deck of[w:0.2][shake:0.6] The Master![w:0.3] As one of his prized cards.,Derk
GBC_NPC_WIZARDGREENGREETING_449_F,,Derk
GBC_NPC_WIZARDGREENGREETING_562_M,[c:R][shake:1]Argh![w:0.4][t:0][c:] Nothing will stop me.,Derk
GBC_NPC_WIZARDGREENGREETING_562_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_830_M,Wh-[w:0.2] what are you doing?,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_830_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_791_M,I passed my final exam.[w:0.3] We're-[w:0.2] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] We're done.,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_791_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_508_M,Please.[w:0.3] Please not again!,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#1_508_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#2_285_M,Please.[w:0.3] Have mercy!,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#2_285_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#3_401_M,No![w:0.3] Not another!,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#3_401_F,,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#4_525_M,Please.[w:0.3] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Have mercy!,Derk
GBC_NPC_WIZARDGREENGREETING_REPEAT_#4_525_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_832_M,[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Yes.[w:0.4] It was all worth it.,Derk
GBC_NPC_WIZARDGREENDEFEAT_832_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_434_M,Please.[w:0.3] Report my victory to The Master.[w:0.3] Quickly if possible.,Derk
GBC_NPC_WIZARDGREENDEFEAT_434_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_197_M,Yes.[w:0.3] I passed again.,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_197_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_553_M,Please.[w:0.3] [c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Report my victory to Magnificus.[w:0.3],Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#1_553_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_758_M,It's almost over.,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_758_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_744_M,[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:],Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#2_744_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_755_M,It's been a few times now.,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_755_F,,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_908_M,[c:R][shake:1]Arrrrghh![w:0.4][t:0][c:] Report my victory to Magnificus![w:0.3] I beg you.,Derk
GBC_NPC_WIZARDGREENDEFEAT_REPEAT_#3_908_F,,Derk
GBC_NPC_WIZARDGREENVICTORY_391_M,No...[w:0.3] Please.,Derk
GBC_NPC_WIZARDGREENVICTORY_391_F,,Derk
GBC_NPC_WIZARDGREENVICTORY_914_M,Please.[w:0.3] Just tell The Master I passed![w:0.3] He won't know the difference.,Derk
GBC_NPC_WIZARDGREENVICTORY_914_F,,Derk
GBC_NPC_WIZARDGREENVICTORY_000_M,"Here,[w:0.3] take this pack!",Derk
GBC_NPC_WIZARDGREENVICTORY_000_F,,Derk
GBC_NPC_WIZARDGREENOPENDOOR_954_M,"Here, I can open the door for you.[w:0.4] [c:R][shake:1]Rrrggh![t:0]",Derk
GBC_NPC_WIZARDGREENOPENDOOR_954_F,,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_211_M,You may only draw a card at the beginning of your turn.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_211_F,,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#1_307_M,One card per turn. Don't be greedy.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#1_307_F,One card per turn. Don't be greedy.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_M,You can draw a new card once per turn. You have already drawn one.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#2_212_F,,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_M,Do you understand? Only one.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#3_695_F,,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_M,You have drawn a card this turn.,Derk
GAMEPLAY_HINTS_HINT_DRAWDURINGTURN_REPEAT_#4_807_F,,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_M,There are no cards of mine that you can cut. Not yet.,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_794_F,,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_M,Hold off. Wait until I have something to cut.,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#1_310_F,,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_M,You may cut one of my cards with those... when I have any that are cuttable.,Derk
GAMEPLAY_HINTS_HINT_SCISSORSNOTARGET_REPEAT_#2_993_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_836_M,You have none.,Derk
SPECIAL_NODES_TRADERNOPELTS1_836_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_421_M,Do you understand how disappointing that is?,Derk
SPECIAL_NODES_TRADERNOPELTS1_421_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_867_M,I must give you this.,Derk
SPECIAL_NODES_TRADERNOPELTS1_867_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_M,None?,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_075_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_M,You have no pelts at all?,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#1_550_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_M,I was under the impression that you were carrying pelts.,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_018_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_M,This...,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_654_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_M,This is profoundly disappointing.,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#2_852_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_M,You didn't bring any?,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#3_173_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_M,You must not be serious.,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_956_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_M,To come to me empty-handed...,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_347_F,,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_M,It is unbelievable.,Derk
SPECIAL_NODES_TRADERNOPELTS1_REPEAT_#4_752_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_544_M,Use that to buy some pelts.,Derk
SPECIAL_NODES_TRADERNOPELTS2_544_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_640_M,Do not return empty-handed again.,Derk
SPECIAL_NODES_TRADERNOPELTS2_640_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_M,Give these to m-,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_028_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_M,Give these to [c:bR]The Trapper[c:].,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_673_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_M,Bring me pelts.,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#1_802_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_M,Use these on pelts.,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_116_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_M,Do not return until you do.,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#2_360_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_M,This is not in the spirit of charity.,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_539_F,,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_M,Next time you will repay me in pelts.,Derk
SPECIAL_NODES_TRADERNOPELTS2_REPEAT_#3_405_F,,Derk
GBC_NPC_WIZARDORANGEGREETING_895_M,"[c:gray]...just imagine you are an ice cube,[w:0.3] slowly melting on a hot pan...",Derk
GBC_NPC_WIZARDORANGEGREETING_895_F,,Derk
GBC_NPC_WIZARDORANGEGREETING_754_M,[shake:1]Oh![w:0.4][t:0] I was only talking to myself.[w:0.3] The pain of being a head impaled on a spear is...,Derk
GBC_NPC_WIZARDORANGEGREETING_754_F,,Derk
GBC_NPC_WIZARDORANGEGREETING_716_M,Well it is worth it[w:0.3] of course.[w:0.3] Magnificus will award me the highest honor.,Derk
GBC_NPC_WIZARDORANGEGREETING_716_F,,Derk
